ZIP3,Location,States,Senators,Senator_Phones,Senator_Contact_Forms,House_Reps,House_Rep_Phones,House_Rep_Contact_Pages
859,"Prescott, AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R); Juan Ciscomani (R),202-225-3361; 202-225-2542,https://crane.house.gov; https://ciscomani.house.gov
860,"Flagstaff, AZ",AZ; UT,Ruben Gallego (D); Mark Kelly (D); Mike Lee (R); John R. Curtis (R),202-224-4521; 202-224-2235; 202-224-5444; 202-224-5251,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Elijah Crane (R); Paul A. Gosar (R); Mike Kennedy (R),202-225-3361; 202-225-2315; 202-225-7751,https://crane.house.gov; https://gosar.house.gov; https://mikekennedy.house.gov
863,"Phoenix (west), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R),202-225-3361,https://crane.house.gov
864,"Yuma, AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R); Paul A. Gosar (R),202-225-3361; 202-225-2315,https://crane.house.gov; https://gosar.house.gov
865,"Kingman / Lake Havasu City, AZ",AZ; NM; UT,Ruben Gallego (D); Mark Kelly (D); Martin Heinrich (D); Ben Ray Luján (D); Mike Lee (R); John R. Curtis (R),202-224-4521; 202-224-2235; 202-224-5521; 202-224-6621; 202-224-5444; 202-224-5251,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/; https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Elijah Crane (R); Teresa Leger Fernandez (D); Mike Kennedy (R),202-225-3361; 202-225-6190; 202-225-7751,https://crane.house.gov; https://fernandez.house.gov; https://mikekennedy.house.gov
870,"Albuquerque, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-2365; 202-225-6190,https://stansbury.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
871,"Albuquerque (north), NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-2365; 202-225-6190,https://stansbury.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
872,"Albuquerque (south), NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,,,
873,"Albuquerque (east), NM",AZ; NM,Ruben Gallego (D); Mark Kelly (D); Martin Heinrich (D); Ben Ray Luján (D),202-224-4521; 202-224-2235; 202-224-5521; 202-224-6621,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/; https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Elijah Crane (R); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-3361; 202-225-2365; 202-225-6190,https://crane.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
874,"Santa Fe, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Teresa Leger Fernandez (D),202-225-6190,https://fernandez.house.gov
875,"Albuquerque (NE), NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-6190,https://stansbury.house.gov; https://fernandez.house.gov
877,"Albuquerque (west), NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-6190,https://stansbury.house.gov; https://fernandez.house.gov
878,"Socorro, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Gabe Vasquez (D),202-225-2365,https://vasquez.house.gov
879,"Las Cruces, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Gabe Vasquez (D),202-225-2365,https://vasquez.house.gov
880,"Las Cruces (east), NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Gabe Vasquez (D),202-225-2365,https://vasquez.house.gov
881,"Roswell, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-2365; 202-225-6190,https://stansbury.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
882,"Artesia / Carlsbad, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-2365; 202-225-6190,https://stansbury.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
883,"Lordsburg / Deming, NM",NM,Martin Heinrich (D); Ben Ray Luján (D),202-224-5521; 202-224-6621,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Melanie A. Stansbury (D); Gabe Vasquez (D); Teresa Leger Fernandez (D),202-225-6316; 202-225-2365; 202-225-6190,https://stansbury.house.gov; https://vasquez.house.gov; https://fernandez.house.gov
884,"Gallup, NM",NM; TX,Martin Heinrich (D); Ben Ray Luján (D); John Cornyn (R); Ted Cruz (R),202-224-5521; 202-224-6621; 202-224-2934; 202-224-5922,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/; https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Melanie A. Stansbury (D); Teresa Leger Fernandez (D); Ronny Jackson (R),202-225-6316; 202-225-6190; 202-225-3706,https://stansbury.house.gov; https://fernandez.house.gov; https://jackson.house.gov
885,"El Paso (east), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,,,
889,"Las Vegas, NV",NV,Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3542; 202-224-6244,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,,,
890,"Las Vegas (south), NV",CA; NV,Adam B. Schiff (D); Alex Padilla (D); Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3841; 202-224-3553; 202-224-3542; 202-224-6244,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/; https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Jay Obernolte (R); Raul Ruiz (D); Kevin Kiley (I); Dina Titus (D); Mark E. Amodei (R); Susie Lee (D); Steven Horsford (D),202-225-5861; 202-225-5330; 202-225-2523; 202-225-5965; 202-225-6155; 202-225-3252; 202-225-9894,https://obernolte.house.gov; https://ruiz.house.gov; https://kiley.house.gov; https://titus.house.gov; https://amodei.house.gov; https://susielee.house.gov; https://horsford.house.gov
891,"Las Vegas (north), NV",NV,Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3542; 202-224-6244,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Dina Titus (D); Susie Lee (D); Steven Horsford (D),202-225-5965; 202-225-3252; 202-225-9894,https://titus.house.gov; https://susielee.house.gov; https://horsford.house.gov
893,"Reno, NV",NV,Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3542; 202-224-6244,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Mark E. Amodei (R); Steven Horsford (D),202-225-6155; 202-225-9894,https://amodei.house.gov; https://horsford.house.gov
894,"Reno (north), NV",CA; NV,Adam B. Schiff (D); Alex Padilla (D); Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3841; 202-224-3553; 202-224-3542; 202-224-6244,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/; https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Kevin Kiley (I); Mark E. Amodei (R); Steven Horsford (D),202-225-2523; 202-225-6155; 202-225-9894,https://kiley.house.gov; https://amodei.house.gov; https://horsford.house.gov
895,"Reno (south), NV",NV,Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3542; 202-224-6244,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Mark E. Amodei (R),202-225-6155,https://amodei.house.gov
897,"Carson City, NV",NV,Catherine Cortez Masto (D); Jacky Rosen (D),202-224-3542; 202-224-6244,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Mark E. Amodei (R),202-225-6155,https://amodei.house.gov
898,"Elko, NV",ID; NV,James E. Risch (R); Mike Crapo (R); Catherine Cortez Masto (D); Jacky Rosen (D),202-224-2752; 202-224-6142; 202-224-3542; 202-224-6244,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact; https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky,Russ Fulcher (R); Mark E. Amodei (R),202-225-6611; 202-225-6155,https://fulcher.house.gov; https://amodei.house.gov
900,"Los Angeles, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Judy Chu (D); Laura Friedman (D); Brad Sherman (D); Jimmy Gomez (D); Ted Lieu (D); Sydney Kamlager-Dove (D); Linda T. Sánchez (D); Robert Garcia (D); Maxine Waters (D); Nanette Diaz Barragán (D),202-225-5464; 202-225-4176; 202-225-5911; 202-225-6235; 202-225-3976; 202-225-7084; 202-225-6676; 202-225-7924; 202-225-2201; 202-225-8220,https://chu.house.gov; https://friedman.house.gov; https://sherman.house.gov; https://gomez.house.gov; https://lieu.house.gov; https://kamlager-dove.house.gov; https://lindasanchez.house.gov; https://robertgarcia.house.gov; https://waters.house.gov; https://barragan.house.gov
901,"Los Angeles (south), CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,,,
902,"Inglewood / Hawthorne, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Julia Brownley (D); Laura Friedman (D); Brad Sherman (D); Ted Lieu (D); Sydney Kamlager-Dove (D); Linda T. Sánchez (D); Robert Garcia (D); Maxine Waters (D); Nanette Diaz Barragán (D),202-225-5811; 202-225-4176; 202-225-5911; 202-225-3976; 202-225-7084; 202-225-6676; 202-225-7924; 202-225-2201; 202-225-8220,https://juliabrownley.house.gov; https://friedman.house.gov; https://sherman.house.gov; https://lieu.house.gov; https://kamlager-dove.house.gov; https://lindasanchez.house.gov; https://robertgarcia.house.gov; https://waters.house.gov; https://barragan.house.gov
903,"Long Beach, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Ted Lieu (D); Sydney Kamlager-Dove (D); Maxine Waters (D),202-225-3976; 202-225-7084; 202-225-2201,https://lieu.house.gov; https://kamlager-dove.house.gov; https://waters.house.gov
904,"Santa Monica, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Brad Sherman (D); Ted Lieu (D),202-225-5911; 202-225-3976,https://sherman.house.gov; https://lieu.house.gov
905,"Torrance / Palos Verdes, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Ted Lieu (D); Maxine Waters (D); Nanette Diaz Barragán (D),202-225-3976; 202-225-2201; 202-225-8220,https://lieu.house.gov; https://waters.house.gov; https://barragan.house.gov
906,"Compton / Watts, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,"Judy Chu (D); Gilbert Ray Cisneros, Jr. (D); Jimmy Gomez (D); Linda T. Sánchez (D); Robert Garcia (D); Derek Tran (D); J. Luis Correa (D); Dave Min (D)",202-225-5464; 202-225-5256; 202-225-6235; 202-225-6676; 202-225-7924; 202-225-2415; 202-225-2965; 202-225-5611,https://chu.house.gov; https://cisneros.house.gov; https://gomez.house.gov; https://lindasanchez.house.gov; https://robertgarcia.house.gov; https://tran.house.gov; https://correa.house.gov; https://min.house.gov
907,"El Monte / Covina, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Ted Lieu (D); Linda T. Sánchez (D); Robert Garcia (D); Maxine Waters (D); Nanette Diaz Barragán (D); Derek Tran (D); J. Luis Correa (D); Dave Min (D),202-225-3976; 202-225-6676; 202-225-7924; 202-225-2201; 202-225-8220; 202-225-2415; 202-225-2965; 202-225-5611,https://lieu.house.gov; https://lindasanchez.house.gov; https://robertgarcia.house.gov; https://waters.house.gov; https://barragan.house.gov; https://tran.house.gov; https://correa.house.gov; https://min.house.gov
908,"Long Beach (east), CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Robert Garcia (D); Maxine Waters (D); Nanette Diaz Barragán (D); Derek Tran (D),202-225-7924; 202-225-2201; 202-225-8220; 202-225-2415,https://robertgarcia.house.gov; https://waters.house.gov; https://barragan.house.gov; https://tran.house.gov
910,"Pasadena, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,"George Whitesides (D); Judy Chu (D); Luz M. Rivas (D); Laura Friedman (D); Gilbert Ray Cisneros, Jr. (D); Jimmy Gomez (D)",202-225-1956; 202-225-5464; 202-225-6131; 202-225-4176; 202-225-5256; 202-225-6235,https://whitesides.house.gov; https://chu.house.gov; https://rivas.house.gov; https://friedman.house.gov; https://cisneros.house.gov; https://gomez.house.gov
911,"Pasadena (east), CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,"George Whitesides (D); Judy Chu (D); Luz M. Rivas (D); Laura Friedman (D); Gilbert Ray Cisneros, Jr. (D); Jimmy Gomez (D)",202-225-1956; 202-225-5464; 202-225-6131; 202-225-4176; 202-225-5256; 202-225-6235,https://whitesides.house.gov; https://chu.house.gov; https://rivas.house.gov; https://friedman.house.gov; https://cisneros.house.gov; https://gomez.house.gov
912,"Glendale, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Judy Chu (D); Laura Friedman (D); Jimmy Gomez (D),202-225-5464; 202-225-4176; 202-225-6235,https://chu.house.gov; https://friedman.house.gov; https://gomez.house.gov
913,"Burbank, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,"Julia Brownley (D); George Whitesides (D); Judy Chu (D); Luz M. Rivas (D); Laura Friedman (D); Gilbert Ray Cisneros, Jr. (D); Brad Sherman (D)",202-225-5811; 202-225-1956; 202-225-5464; 202-225-6131; 202-225-4176; 202-225-5256; 202-225-5911,https://juliabrownley.house.gov; https://whitesides.house.gov; https://chu.house.gov; https://rivas.house.gov; https://friedman.house.gov; https://cisneros.house.gov; https://sherman.house.gov
914,"Van Nuys / San Fernando Valley, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Luz M. Rivas (D); Brad Sherman (D),202-225-6131; 202-225-5911,https://rivas.house.gov; https://sherman.house.gov
915,"Van Nuys (east), CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Luz M. Rivas (D); Laura Friedman (D),202-225-6131; 202-225-4176,https://rivas.house.gov; https://friedman.house.gov
916,"North Hollywood, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Luz M. Rivas (D); Laura Friedman (D); Brad Sherman (D),202-225-6131; 202-225-4176; 202-225-5911,https://rivas.house.gov; https://friedman.house.gov; https://sherman.house.gov
917,"San Gabriel Valley, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,"George Whitesides (D); Judy Chu (D); Luz M. Rivas (D); Laura Friedman (D); Gilbert Ray Cisneros, Jr. (D); Pete Aguilar (D); Jimmy Gomez (D); Norma J. Torres (D); Linda T. Sánchez (D); Mark Takano (D); Young Kim (R); Ken Calvert (R)",202-225-1956; 202-225-5464; 202-225-6131; 202-225-4176; 202-225-5256; 202-225-3201; 202-225-6235; 202-225-6161; 202-225-6676; 202-225-2305; 202-225-4111; 202-225-1986,https://whitesides.house.gov; https://chu.house.gov; https://rivas.house.gov; https://friedman.house.gov; https://cisneros.house.gov; https://aguilar.house.gov; https://gomez.house.gov; https://torres.house.gov; https://lindasanchez.house.gov; https://takano.house.gov; https://youngkim.house.gov; https://calvert.house.gov
918,"San Bernardino area, CA",CA,Adam B. Schiff (D); Alex Padilla (D),202-224-3841; 202-224-3553,https://www.schiff.senate.gov; https://www.padilla.senate.gov/contact/,Judy Chu (D),202-225-5464,https://chu.house.gov
